ECCN_CODE,DESCRIPTION,ULTIMATE_COUNTRY_NAME,cases by country
8E609,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A609, 8B609, OR 8C609, OR SOFTWARE CONTROLLED BY 8D609",MEXICO,11
8E609,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A609, 8B609, OR 8C609, OR SOFTWARE CONTROLLED BY 8D609",NETHERLANDS,2
8E609,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A609, 8B609, OR 8C609, OR SOFTWARE CONTROLLED BY 8D609",SWEDEN,5
8E609,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A609, 8B609, OR 8C609, OR SOFTWARE CONTROLLED BY 8D609",UNITED KINGDOM,4
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620","GERMANY, FEDERAL REP",1
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",INDIA,1
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",JAPAN,1
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620","KOREA, REPUBLIC OF (SOUTH KOREA)",1
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",MACEDONIA (FORMER YUGOSLAV REPUBLIC,1
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",MEXICO,10
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",ROMANIA,1
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",SAUDI ARABIA,2
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",SINGAPORE,1
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",SWEDEN,2
8E620,"TECHNOLOGY REQUIRED FOR THE DEVELOPMENT, PRODUCTION, OPERATION, INSTALLATION, MAINTENANCE, REPAIR, OVERHAUL, OR REFURBISHING OF COMMODITIES CONTROLLED BY 8A620 OR 8B620, OR SOFTWARE CONTROLLED BY 8D620",UNITED KINGDOM,1
9A001,AERO GAS TURBINE ENGINES,FRANCE,2
9A003,GAS TURBINE ENGINE PROPULSION SYSTEMS,BRAZIL,2
9A003,GAS TURBINE ENGINE PROPULSION SYSTEMS,FRANCE,1
9A003,GAS TURBINE ENGINE PROPULSION SYSTEMS,SAUDI ARABIA,1
9A004,SPACECRAFT,JAPAN,2
9A012,UNMANNED AIR VEHICLE SYSTEMS,AUSTRALIA,1
9A012,UNMANNED AIR VEHICLE SYSTEMS,BELGIUM,1
9A012,UNMANNED AIR VEHICLE SYSTEMS,BELIZE,1
9A012,UNMANNED AIR VEHICLE SYSTEMS,BRAZIL,1
9A012,UNMANNED AIR VEHICLE SYSTEMS,COSTA RICA,1
9A012,UNMANNED AIR VEHICLE SYSTEMS,INDONESIA,1
9A012,UNMANNED AIR VEHICLE SYSTEMS,RWANDA,1
9A012,UNMANNED AIR VEHICLE SYSTEMS,SWITZERLAND,1
9A110,"COMPOSIT STRUCTURES/LAMINATES, FIBEROUS OR FILAMEN",TURKEY,1
9A115,LAUNCH SUPPORT EQUIPMENT,FINLAND,1
9A515,SPACECRAFT AND RELATED COMMODITIES,ARGENTINA,2
9A515,SPACECRAFT AND RELATED COMMODITIES,AUSTRALIA,1
9A515,SPACECRAFT AND RELATED COMMODITIES,AUSTRIA,1
9A515,SPACECRAFT AND RELATED COMMODITIES,CZECH REPUBLIC,1
9A515,SPACECRAFT AND RELATED COMMODITIES,FINLAND,1
9A515,SPACECRAFT AND RELATED COMMODITIES,FRANCE,12
9A515,SPACECRAFT AND RELATED COMMODITIES,FRENCH GUIANA,1
9A515,SPACECRAFT AND RELATED COMMODITIES,"GERMANY, FEDERAL REP",16
9A515,SPACECRAFT AND RELATED COMMODITIES,INDIA,38
9A515,SPACECRAFT AND RELATED COMMODITIES,INDONESIA,3
9A515,SPACECRAFT AND RELATED COMMODITIES,ISRAEL,3
9A515,SPACECRAFT AND RELATED COMMODITIES,ITALY,7
9A515,SPACECRAFT AND RELATED COMMODITIES,JAPAN,13
9A515,SPACECRAFT AND RELATED COMMODITIES,"KOREA, REPUBLIC OF (SOUTH KOREA)",3
9A515,SPACECRAFT AND RELATED COMMODITIES,LUXEMBOURG,1
9A515,SPACECRAFT AND RELATED COMMODITIES,MALAYSIA,1
9A515,SPACECRAFT AND RELATED COMMODITIES,MEXICO,1
9A515,SPACECRAFT AND RELATED COMMODITIES,NETHERLANDS,3
9A515,SPACECRAFT AND RELATED COMMODITIES,NORWAY,2
9A515,SPACECRAFT AND RELATED COMMODITIES,PERU,1
9A515,SPACECRAFT AND RELATED COMMODITIES,PHILIPPINES,1
9A515,SPACECRAFT AND RELATED COMMODITIES,QATAR,1
9A515,SPACECRAFT AND RELATED COMMODITIES,RUSSIA FEDERATION,6
9A515,SPACECRAFT AND RELATED COMMODITIES,SAUDI ARABIA,1
9A515,SPACECRAFT AND RELATED COMMODITIES,SPAIN,6
9A515,SPACECRAFT AND RELATED COMMODITIES,SWEDEN,1
9A515,SPACECRAFT AND RELATED COMMODITIES,TAIWAN,1
9A515,SPACECRAFT AND RELATED COMMODITIES,THAILAND,1
9A515,SPACECRAFT AND RELATED COMMODITIES,UNITED ARAB EMIRATES,4
9A515,SPACECRAFT AND RELATED COMMODITIES,UNITED KINGDOM,7
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",AUSTRALIA,3
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",CHILE,3
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",FINLAND,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",FRANCE,2
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",FRENCH GUIANA,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES","GERMANY, FEDERAL REP",11
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",GREECE,9
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",ISRAEL,11
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",ITALY,2
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",JAPAN,49
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",LUXEMBOURG,2
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",MALAYSIA,2
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",MEXICO,2
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",NETHERLANDS,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",NORWAY,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",OMAN,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",PHILIPPINES,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",PORTUGAL,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",RUSSIA FEDERATION,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",SWEDEN,2
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",TAIWAN,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",THAILAND,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",TURKEY,8
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",UNITED ARAB EMIRATES,1
9A604,"COMMODITIES RELATED TO LAUNCH VEHICLES, MISSILES, ROCKETS, TORPEDOES, BOMBS AND MINES",UNITED KINGDOM,9
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,AFGHANISTAN,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,ALGERIA,5
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,ARGENTINA,9
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,AUSTRALIA,60
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,AUSTRIA,3
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,BAHRAIN,7
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,BANGLADESH,3
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,BELGIUM,3
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,BOTSWANA,2
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,BRAZIL,62
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,BRUNEI DARUSSALAM,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,CAMEROON,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,CANADA,5
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,CHILE,34
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,COLOMBIA,11
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,CROATIA,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,CZECH REPUBLIC,6
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,DENMARK,12
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,DJIBOUTI,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,ECUADOR,5
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,EGYPT,4
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,EL SALVADOR,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,FINLAND,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,FRANCE,51
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,"GERMANY, FEDERAL REP",77
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,GREECE,12
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,HONG KONG,3
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,INDIA,13
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,INDONESIA,34
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,IRAQ,4
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,ISRAEL,33
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,ITALY,56
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,JAPAN,185
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,JORDAN,8
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,KAZAKHSTAN,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,"KOREA, REPUBLIC OF (SOUTH KOREA)",49
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,KUWAIT,2
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,LATVIA,2
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,LEBANON,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,LITHUANIA,5
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,MALAYSIA,31
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,MEXICO,14
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,MOROCCO,6
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,NETHERLANDS,23
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,NEW ZEALAND,7
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,NIGERIA,3
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,NORWAY,13
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,OMAN,12
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,PAKISTAN,39
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,PANAMA,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,PERU,3
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,PHILIPPINES,4
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,POLAND,32
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,PORTUGAL,31
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,QATAR,8
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,ROMANIA,4
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,SAUDI ARABIA,77
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,SINGAPORE,47
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,SLOVENIA,2
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,SOUTH AFRICA,7
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,SPAIN,42
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,SWEDEN,33
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,SWITZERLAND,25
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,TAIWAN,53
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,THAILAND,30
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,TURKEY,30
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,UGANDA,2
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,UKRAINE,1
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,UNITED ARAB EMIRATES,67
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,UNITED KINGDOM,146
9A610,MILITARY AIRCRAFT AND RELATED COMMODITIES,URUGUAY,2
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,ALGERIA,2
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,ARGENTINA,2
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,AUSTRALIA,7
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,BANGLADESH,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,BELGIUM,3
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,BOLIVIA,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,BOTSWANA,3
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,BRAZIL,7
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,CANADA,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,CHILE,10
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,COLOMBIA,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,CZECH REPUBLIC,2
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,ECUADOR,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,EGYPT,4
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,EL SALVADOR,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,FINLAND,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,FRANCE,18
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,GABON,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,"GERMANY, FEDERAL REP",21
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,GREECE,3
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,INDIA,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,INDONESIA,5
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,IRAQ,2
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,ISRAEL,9
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,ITALY,18
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,JAPAN,56
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,JORDAN,2
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,"KOREA, REPUBLIC OF (SOUTH KOREA)",29
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,KUWAIT,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,LEBANON,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,MALAYSIA,5
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,MEXICO,5
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,MOROCCO,2
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,NETHERLANDS,5
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,NORWAY,4
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,OMAN,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,PAKISTAN,8
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,POLAND,17
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,PORTUGAL,9
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,ROMANIA,2
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,SAUDI ARABIA,11
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,SINGAPORE,8
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,SLOVENIA,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,SOUTH AFRICA,3
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,SPAIN,5
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,SRI LANKA,1
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,SWEDEN,6
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,SWITZERLAND,3
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,TAIWAN,12
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,THAILAND,8
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,TURKEY,8
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,UNITED ARAB EMIRATES,17
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,UNITED KINGDOM,13
9A619,MILITARY GAS TURBINE ENGINES AND RELATED COMMODITIES,URUGUAY,1
9A991,AIRCRAFT AND CERTAIN GAS TURBINE ENGINES N.E.S.,CUBA,3
9A991,AIRCRAFT AND CERTAIN GAS TURBINE ENGINES N.E.S.,CZECH REPUBLIC,1
9A991,AIRCRAFT AND CERTAIN GAS TURBINE ENGINES N.E.S.,IRAN,1
9A991,AIRCRAFT AND CERTAIN GAS TURBINE ENGINES N.E.S.,SUDAN,2
9B002,ON-LINE CONTROL SYSTEMS FOR GAS TURBINE ENGINES,BRAZIL,1
9B106,ENVIRONMENTAL CHAMBERS AND ANECHOIC CHAMBERS,CHINA,1
9B106,ENVIRONMENTAL CHAMBERS AND ANECHOIC CHAMBERS,"KOREA, REPUBLIC OF (SOUTH KOREA)",2
9B106,ENVIRONMENTAL CHAMBERS AND ANECHOIC CHAMBERS,MALAYSIA,1
9B106,ENVIRONMENTAL CHAMBERS AND ANECHOIC CHAMBERS,MEXICO,1
9B106,ENVIRONMENTAL CHAMBERS AND ANECHOIC CHAMBERS,UNITED KINGDOM,2
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",FRANCE,2
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES","GERMANY, FEDERAL REP",1
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",INDIA,1
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",INDONESIA,2
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",JAPAN,3
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",MALAYSIA,1
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",NETHERLANDS,1
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",QATAR,1
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",SAUDI ARABIA,1
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",SPAIN,4
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",THAILAND,1
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",UNITED ARAB EMIRATES,2
9B515,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" ""SPECIALLY DESIGNED"" FOR ""SPACECRAFT"" AND RELATED COMMODITIES",UNITED KINGDOM,1
9B604,"TEST, INSPECTION, PRODUCTION EQUIPMENT AND RELATED COMMODITIES DESIGNED FOR THE DEVELOPMENT OR PRODUCTION OF ITEMS CONTROLLED IN 9A604",AUSTRALIA,1
9B604,"TEST, INSPECTION, PRODUCTION EQUIPMENT AND RELATED COMMODITIES DESIGNED FOR THE DEVELOPMENT OR PRODUCTION OF ITEMS CONTROLLED IN 9A604",JAPAN,4
9B604,"TEST, INSPECTION, PRODUCTION EQUIPMENT AND RELATED COMMODITIES DESIGNED FOR THE DEVELOPMENT OR PRODUCTION OF ITEMS CONTROLLED IN 9A604","KOREA, REPUBLIC OF (SOUTH KOREA)",1
9B604,"TEST, INSPECTION, PRODUCTION EQUIPMENT AND RELATED COMMODITIES DESIGNED FOR THE DEVELOPMENT OR PRODUCTION OF ITEMS CONTROLLED IN 9A604",NETHERLANDS,1
9B604,"TEST, INSPECTION, PRODUCTION EQUIPMENT AND RELATED COMMODITIES DESIGNED FOR THE DEVELOPMENT OR PRODUCTION OF ITEMS CONTROLLED IN 9A604",SWITZERLAND,1
9B604,"TEST, INSPECTION, PRODUCTION EQUIPMENT AND RELATED COMMODITIES DESIGNED FOR THE DEVELOPMENT OR PRODUCTION OF ITEMS CONTROLLED IN 9A604",UKRAINE,1
9B604,"TEST, INSPECTION, PRODUCTION EQUIPMENT AND RELATED COMMODITIES DESIGNED FOR THE DEVELOPMENT OR PRODUCTION OF ITEMS CONTROLLED IN 9A604",UNITED ARAB EMIRATES,2
9B610,"TEST, INSPECTION, AND PRODUCTION ""EQUIPMENT"" AND RELATED COMMODITIES ""SPECIALLY DESIGNED"" FOR THE ""DEVELOPMENT"" OR ""PRODUCTION"" OF COMMODITIES ENUMERATED IN ECCN 9A610 OR USML CATEGORY VIII",ALGERIA,1
